sub,task,run,cens1mm,frame1,frame2,frame3,frame4,frame5,frame6,frame7,frame8,frame9,frame10,frame11,frame12,frame13,frame14,frame15,frame16,frame17,frame18,frame19,frame20,frame21,frame22,frame23,frame24,frame25,frame26,frame27,frame28,frame29,frame30,frame31,frame32,frame33,frame34,frame35,frame36,frame37,frame38,frame39,frame40,frame41,frame42,frame43,frame44,frame45,frame46,frame47,frame48,frame49,frame50,frame51,frame52,frame53,frame54,frame55,frame56,frame57,frame58,frame59,frame60,frame61,frame62,frame63,frame64,frame65,frame66,frame67,frame68,frame69,frame70,frame71,frame72,frame73,frame74,frame75,frame76,frame77,frame78,frame79,frame80,frame81,frame82,frame83,frame84,frame85,frame86,frame87,frame88,frame89,frame90,frame91,frame92,frame93,frame94,frame95,frame96,frame97,frame98,frame99,frame100,frame101,frame102,frame103,frame104,frame105,frame106,frame107,frame108,frame109,frame110,frame111,frame112,frame113,frame114,frame115,frame116
sub-kLat026,task-ADDT,run-2,0.19827586206896552,NA,0.1697,0.349,0.3177,0.6572,0.1847,0.188,0.4936,0.735,0.233,0.3253,0.1526,0.5535,0.9617,0.4229,0.6888,0.5003,0.5492,0.3185,0.2344,0.366,0.8528,1.1953,0.3381,0.4798,0.5372,0.5387,0.3968,0.5087,0.4819,0.9189,0.4426,1.1778,1.7056,0.4706,0.4662,1.3938,1.2235,0.3673,0.435,0.4652,0.322,1.1986,1.7798,1.2206,0.6904,0.2802,0.2943,0.8625,1.0628,1.3692,1.3212,0.5676,0.384,0.4689,1.1832,0.9982,0.2095,0.2801,0.4766,0.2817,0.3484,0.3834,0.394,0.3338,0.469,0.3121,0.6139,0.1337,0.076,0.0805,0.2274,0.5766,0.8446,0.818,0.7801,0.8576,1.0729,1.1709,1.0343,1.3599,1.2847,1.4409,1.4329,0.7983,0.7535,1.1002,0.6045,0.2371,0.201,0.1506,0.252,0.1451,0.5857,0.8806,0.5105,0.2427,0.4855,0.7364,1.0276,1.3888,0.7353,0.6904,0.7273,0.7201,0.4359,0.382,0.5594,0.3269,0.1784,0.0481,0.2601,0.0853,0.1616,0.7929,1.9733
sub-kLat012,task-ADDT,run-2,0.20689655172413793,NA,0.1722,0.307,0.2255,0.1062,0.2065,0.1564,0.1153,0.2059,0.1534,0.2234,0.2552,0.1543,0.3652,0.6402,0.364,0.1828,0.0881,0.1347,0.175,0.0673,0.1378,0.4878,1.1004,0.6162,0.2494,2.1095,2.5711,1.086,1.8933,0.2292,0.3877,0.301,0.2715,0.2729,0.6046,1.4513,1.0243,0.2447,0.2231,0.9072,1.505,1.1535,0.9569,0.8808,0.7057,0.2501,0.1737,0.2063,0.0867,0.2317,1.7152,2.9956,1.4839,0.384,0.1868,0.1339,0.0819,0.2146,0.522,0.9062,0.4555,1.2235,2.179,1.1284,0.1653,0.2421,0.2815,0.1984,0.3899,1.2145,1.0798,0.5174,0.7745,1.4182,0.558,0.2268,0.0612,0.1306,0.4821,0.2729,0.8413,1.5765,0.9207,0.2396,0.323,0.3419,0.2356,0.1507,0.5617,0.3318,0.4297,0.4732,0.3686,0.4705,0.6466,1.0927,0.6818,0.6797,0.2253,0.1774,0.1248,0.1285,0.2524,0.1906,0.4438,2.5049,2.5803,3.142,3.163,0.2356,0.2435,0.1909,0.2388,0.2008,0.1086
sub-kLat009,task-ADDT,run-1,0.22413793103448276,NA,0.1481,0.1879,0.1663,0.3305,1.315,0.8096,1.1731,0.9112,0.52,0.269,0.2087,0.1363,0.6756,0.8147,2.8138,1.9454,2.9858,1.6266,0.8248,0.8102,0.1537,0.2054,0.2687,0.3742,0.2705,0.6398,0.1648,0.373,0.3527,0.5096,0.2599,0.1664,0.2488,0.2016,0.2221,0.2606,0.2481,0.1525,0.1771,0.5279,0.1704,0.1433,0.3085,1.1434,0.9751,0.3343,0.8832,0.152,0.1087,1.283,1.963,1.3893,0.2611,0.5149,0.9428,0.7315,0.6335,1.3726,0.865,0.1752,0.1012,0.2594,0.222,0.1103,0.1646,0.2409,0.7686,0.3264,0.101,0.1239,0.2536,2.0464,4.0551,1.8961,0.7936,0.5492,2.1767,3.149,1.4687,2.3728,0.7587,0.2555,1.0593,1.3365,0.3198,0.3525,0.5942,0.115,0.1597,0.0653,0.1979,0.1494,0.1716,0.187,0.2612,1.1985,1.5093,4.0237,0.9043,2.1871,1.9194,1.1235,0.2847,0.1944,0.2031,0.3869,0.2968,0.2465,0.1841,0.2787,0.1858,0.1841,0.1475,0.1431,0.1697
sub-kLat011,task-ADDT,run-1,0.2672413793103448,NA,0.1619,0.2026,0.5679,0.6009,0.3537,0.2331,0.4654,0.2069,0.2952,0.3525,0.581,1.1424,0.8474,1.347,0.9251,0.534,0.6631,0.4931,1.5299,1.4692,0.6262,1.0318,0.8817,0.5011,0.8091,0.5004,0.7903,1.084,0.6316,1.0674,0.6238,0.8955,0.6373,0.3251,0.456,0.8423,0.5798,0.2658,0.3613,0.6885,0.5064,0.3886,0.9314,1.8463,1.9867,0.7358,1.4043,1.2759,0.4625,0.8604,0.6917,0.3967,1.0088,1.7102,1.2578,1.0111,0.6304,0.563,0.7403,0.5239,0.9672,0.5889,0.185,0.2924,0.4967,0.1074,0.1133,0.3246,0.3822,0.4793,0.3213,0.7477,0.5953,0.3329,0.937,0.2595,1.2673,1.1609,0.7034,1.0597,0.7547,0.8202,0.347,0.1317,0.9267,1.2415,0.9337,0.6968,0.87,0.8527,0.2631,0.5952,0.6941,1.0503,1.2667,1.316,1.0981,0.9514,1.8357,1.0156,0.2771,0.8007,0.8445,1.195,1.3912,1.1702,0.7155,1.8688,1.9918,1.0477,0.73740000000000006,0.7543,0.2625,0.2312,0.3245
sub-kLat049,task-ADDT,run-2,0.3017241379310345,NA,0.1625,1.0973,1.6474,1.1335,0.7118,0.3014,0.119,0.1235,0.1632,0.0861,0.0628,0.102,0.1296,0.1537,0.1022,0.181,0.9181,1.1657,0.2258,0.7339,0.4638,0.9476,0.8268,0.2641,0.3124,0.3403,0.3795,0.4451,0.9957,0.6773,0.2953,0.5242,0.1976,0.1213,0.3166,0.1834,0.1508,0.2755,1.0743,1.6275,0.9375,1.0603,1.8644,1.3663,0.3807,0.3445,0.5664,0.2729,0.2961,0.172,0.2349,0.3711,0.4111,0.6716,0.5278,0.3374,0.3992,0.2663,0.1755,0.1743,0.121,0.7074,1.6971,1.162,0.367,0.1723,0.2616,0.3564,0.9057,2.154,1.5343,0.2545,0.6917,0.9744,0.6265,0.7774,0.7164,4.3804,7.2883,3.3345,0.9845,0.6969,1.5219,0.9943,0.2978,0.3748,0.4841,0.2227,0.3414,0.4228,1.1208,0.8262,0.1567,0.4861,0.1837,0.2172,1.996,3.6642,1.0833,1.2836,3.3082,4.4306,1.7372,2.668,0.7724,0.6196,7.0128,13.9404,8.1952,6.9533,4.433,22.8414,20.9298,4.2856,2.1966
sub-kLat012,task-ADDT,run-1,0.3275862068965517,NA,0.601,0.8625,0.3412,0.2271,0.4644,0.5054,0.3475,0.3001,0.4526,0.4215,0.3072,0.4867,0.0554,0.1859,0.047,0.3186,0.2541,0.401,0.7305,0.4025,0.5296,1.719,2.4436,1.6746,0.9755,0.2948,0.3681,0.8884,3.6073,4.5188,3.1809,15.3941,9.0673,2.1924,1.0211,1.0124,0.8835,0.2827,0.5014,0.9593,0.3795,0.3874,0.3563,1.0714,0.8853,0.3275,0.3941,0.2616,0.3576,0.2526,0.5924,0.6721,0.8232,1.743,0.871,0.3684,0.5438,0.2744,0.3528,1.5826,2.8509,3.8114,4.3212,0.9132,1.8553,0.3224,0.3092,0.4488,0.5342,0.2754,0.4994,0.9033,0.6702,0.638,2.2123,15.3195,14.9782,3.4245,0.4493,0.2641,0.3948,0.6144,0.6006,0.2737,0.4292,0.289,0.2194,0.551,0.3839,0.3863,0.5991,0.385,1.3017,2.0745,1.0731,1.1359,1.779,1.4645,1.1566,2.0905,4.0795,3.0701,0.6155,0.6514,1.0588,0.4868,0.6308,1.3455,2.788,5.961,2.7691,0.271,0.7798,1.2479,0.3748
sub-kLat027,task-ADDT,run-1,0.3275862068965517,NA,1.4225,2.0787,0.5934,0.2627,0.3657,0.5437,1.0634,0.6079,0.5901,0.6359,0.4731,0.2715,0.3194,0.5209,0.6239,0.487,1.082,0.999,1.4298,1.769,1.1651,0.7115,0.3535,0.2163,0.3263,0.6591,1.162,0.6726,0.4943,0.336,1.2251,0.8767,0.7444,0.8639,0.2561,0.7116,0.5885,0.1881,0.5427,0.5875,1.2984,0.7157,0.8301,0.7597,0.2553,0.2978,0.5169,0.9762,0.4449,0.7986,0.7824,1.3989,0.7466,0.2317,0.1355,0.5107,1.0461,1.0598,1.3674,0.5812,1.3936,1.2359,0.7265,0.4255,0.3243,0.1433,0.1587,0.3244,0.4493,0.7823,1.135,1.2882,0.3122,0.6495,0.6251,0.6634,1.1351,1.5585,1.7621,1.0575,0.3949,0.906,1.2921,1.1221,0.7784,0.4745,0.2971,0.3309,0.6947,0.3209,0.851,0.9666,0.6508,0.7152,0.7157,0.2789,0.7906,1.0324,0.8629,1.0255,1.0099,0.82,1.2908,1.3243,1.7164,1.3639,0.7445,1.467,1.6513,1.0269,2.8355,1.125,0.8569,1.0898,1.4023
sub-kLat056,task-ADDT,run-1,0.3275862068965517,NA,0.3105,0.2563,0.4443,0.7323,0.2303,0.2399,0.2958,0.578,0.3353,0.4452,0.202,0.1585,0.1275,0.6341,0.5467,0.1508,0.1523,0.1475,0.2213,0.4486,0.1601,0.4891,0.4131,0.4434,0.9031,0.4845,0.5251,0.3416,0.2876,0.2071,0.7167,0.2424,0.2069,0.3666,0.6375,0.2442,0.1849,0.4613,0.3499,0.2429,0.1715,0.0728,0.1441,0.1997,0.0832,0.1277,0.283,0.315,0.317,0.4783,0.2788,0.1366,0.0522,0.0868,0.1084,0.0735,0.1363,0.1946,0.3515,17.5361,11.0411,1.0955,0.55,10.8058,4.6258,0.6129,7.3553,6.7768,3.1731,1.3303,1.6652,0.6146,0.4659,2.1708,1.7508,0.8761,0.43120000000000003,0.2341,0.6152,0.34,0.7072,0.8568,71.7376,23.1739,44.451,27.299,9.0812,32.7014,22.0791,7.7569,8.6403,2.9103,0.9537,2.8254,0.4656,0.3347,0.7075,0.5927,1.3934,0.4704,0.9035,49.4949,23.2513,56.776,21.7974,18.9735,3.3461,1.4679,5.8306,14.8136,21.6038,2.1761,2.0061,5.3562,47.4271
sub-kLat050,task-ADDT,run-3,0.3706896551724138,NA,5.376,6.1779,1.0844,1.661,2.6701,3.1441,2.7059,0.8928,2.0815,1.1762,5.873,4.3491,0.733,0.158,0.9893,1.5286,0.3981,0.2938,0.391,0.3367,0.3849,0.3235,0.5297,0.1858,0.1578,0.1284,0.1334,0.1252,0.1187,0.1588,0.1674,0.4821,0.6755,1.4187,0.8511,0.0661,0.115,0.178,0.0596,0.1404,0.1138,0.0994,0.0932,0.1185,0.1664,1.7881,1.9711,0.864,1.1559,2.6866,1.8988,0.6247,0.5754,0.1729,0.1442,0.13,0.2632,0.3377,0.7047,3.0315,7.4045,3.2457,0.8686,0.9687,0.9775,1.0625,0.1568,0.3481,0.9157,1.0103,0.4157,0.0795,0.6168,1.8631,1.6073,0.5974,1.0512,1.2567,1.0159,0.2046,0.1192,0.101,0.2598,0.4359,1.7343,2.9941,3.5623,6.3023,5.2381,0.9716,2.3066,2.2975,0.7327,0.4311,0.2224,0.27,0.2099,0.7868,0.8049,3.2218,5.8122,2.4412,1.4344,0.4891,0.3866,0.5209,0.2958,0.2542,0.1004,0.2292,0.5242,1.6311,1.2166,1.6785,3.9387
sub-kLat019,task-ADDT,run-1,0.3793103448275862,NA,0.1746,0.4163,0.2982,0.6238,0.1945,0.1361,0.158,0.1764,0.084,0.6954,1.2874,1.1056,0.1859,0.5685,0.1566,0.4769,0.1089,0.1135,0.3478,0.5936,0.6047,0.1758,0.2902,0.107,0.1545,0.3435,1.0661,0.618,1.8793,2.5177,4.9204,3.6372,1.1165,0.6584,0.5226,0.4529,2.0514,3.1016,1.955,1.2247,0.989,2.5968,1.9408,1.1541,2.3878,2.6404,2.1884,5.3767,5.0545,3.1271,4.4945,2.9941,1.3756,8.1999,11.3536,5.6045,10.0157,4.4529,3.4741,6.98,6.0193,3.5084,7.2984,3.8094,0.457,0.5013,0.1196,0.0609,0.1821,0.4016,0.4194,0.1843,1.2915,0.7685,4.8981,4.365,0.8916,0.2014,0.1553,0.0935,0.0798,0.083,0.065,0.1356,0.0634,0.2591,0.6095,0.3096,0.1004,0.1612,0.2058,0.0816,0.1014,0.1696,0.041,0.1711,0.0712,0.1002,0.0433,0.0627,0.0473,0.0895,0.0684,0.1862,0.547,0.1458,0.3565,2.9202,5.6335,3.6691,2.0833,3.8555,2.01,0.6109,0.364
sub-kLat019,task-ADDT,run-2,0.3793103448275862,NA,0.1291,0.0702,0.0666,0.0409,0.0736,0.0661,0.0505,0.1237,0.155,0.103,0.0611,2.0547,8.343,14.3983,4.2006,7.5321,9.9284,12.6546,3.899,6.4167,0.4867,0.4607,0.6025,1.6678,3.9399,3.2699,3.0671,0.9131,1.2891,1.9354,0.6329,0.1348,0.3671,0.1451,0.2815,0.6904,0.881,3.3573,8.0498,6.4292,1.9131,0.2477,0.5284,0.3545,1.2638,1.188,0.2541,0.4863,0.2519,0.0872,0.3058,0.2258,0.1158,3.6594,4.1847,0.4365,0.993,1.1398,5.4891,5.9161,5.2537,4.873,0.8793,1.1648,12.0537,9.7683,1.0499,0.136,0.3537,0.1464,0.1321,0.1048,0.1502,0.1238,0.1185,0.1407,1.1776,0.9784,0.5011,0.4975,0.3376,3.0763,1.4454,0.2512,0.3923,0.8412,0.23,0.4596,0.4677,0.7123,0.5513,1.161,0.9447,1.9072,1.8277,1.9142,0.2936,0.2783,0.6222,3.0843,1.1753,1.9538,2.4893,1.6484,0.5699,0.6645,0.3033,0.5352,0.4578,0.6024,0.7751,0.2528,0.2108,0.1012,0.1062
sub-kLat018,task-ADDT,run-2,0.39655172413793105,NA,0.3085,0.4951,0.2041,0.1997,0.1584,0.2023,0.2917,0.1623,0.3364,0.2813,21.3209,29.6462,10.2905,2.1976,1.8798,1.9095,0.7787,0.6912,0.3491,0.2286,0.151,0.1853,0.1188,5.1469,10.5912,5.6383,1.0609,0.9624,1.3873,1.0322,0.9628,0.6588,0.138,0.3678,0.5989,0.5185,0.151,0.0834,0.1374,0.1306,0.1793,0.4327,0.8282,0.6485,0.8817,0.662,0.3569,1.6343,1.265,1.0068,1.1045,1.5647,1.3665,1.0079,0.5633,9.8073,18.7599,13.9347,3.7793,1.0982,0.3183,0.4513,0.3098,0.8341,0.287,0.4974,0.1967,0.3468,0.5112,0.4634,0.8944,0.6081,0.4053,0.5907,0.435,1.5811,1.9556,1.4681,5.8734,5.2028,10.1921,2.1577,1.1707,0.8378,3.1204,2.3454,1.3143,0.806,0.1411,0.2135,0.8308,5.381,6.6557,2.3986,0.3579,1.475,1.954,3.2906,1.8752,2.1056,1.3514,1.1132,0.6536,0.5803,0.6126,1.0293,0.774,0.1459,0.1102,0.3852,0.3962,0.595,0.199,0.3308,0.5294
sub-kLat014,task-ADDT,run-1,0.41379310344827586,NA,0.3568,0.5726,0.6162,0.4836,1.045,1.2747,1.5049,1.9976,2.1065,1.6127,0.3638,0.5643,0.8364,0.7094,0.4069,0.4286,0.532,0.7299,0.2581,0.3559,2.3361,3.4152,0.6684,1.0593,0.2932,3.7185,6.4114,3.2672,0.7912,0.3524,0.6397,0.6841,1.9329,2.8594,1.0171,0.9774,1.4213,6.5513,5.8348,25.0603,10.8921,9.7181,4.4632,1.3448,0.9043,0.5332,0.7126,11.4572,4.6715,1.1553,0.5318,0.2758,0.3104,0.1694,1.8343,1.1079,0.5117,0.1823,0.401,0.3518,0.1339,0.3447,0.1312,0.2116,0.1735,0.1912,0.2965,0.3216,0.215,0.3283,0.4418,1.1254,0.156,0.0986,3.1052,2.465,0.2984,0.9155,14.9262,14.07,7.6441,3.4867,1.3683,0.804,1.0835,0.3657,0.051,0.1259,0.0989,0.1674,0.089,14.516,12.2161,0.154,0.0952,0.1674,6.5233,5.1928,1.1254,0.731,0.2258,0.1367,0.2535,0.1821,0.4402,0.4826,0.6637,9.4938,10.244,28.705,17.4192,9.5442,0.7774,1.0049,0.5342
sub-kLat050,task-ADDT,run-2,0.41379310344827586,NA,0.4487,1.1046,3.9518,2.8,0.5133,0.5346,0.981,2.1794,5.1101,9.8961,3.8944,1.12,4.2572,3.2221,2.1031,2.4972,1.4815,0.9354,1.4412,4.2441,7.3917,3.6069,0.6948,0.4592,0.637,0.5245,0.9495,0.5585,0.4411,0.6196,0.653,3.0938,4.6639,1.722,0.5193,0.8746,1.3988,0.7482,2.5582,3.2726,1.977,1.039,0.6195,0.3437,1.7055,3.5142,1.599,1.8691,1.8072,0.7584,0.5007,0.4816,0.2048,0.2091,0.194,0.1351,0.2401,0.9158,2.6745,3.8946,10.7114,7.6973,9.7564,7.7366,1.1887,1.6368,1.3609,1.185,1.5952,1.1463,0.7097,0.6331,1.0947,0.3748,0.3656,0.5317,0.4731,0.3962,0.4338,0.8061,0.8315,0.3836,0.2265,0.1153,0.4267,0.1913,1.2489,3.7985,5.396,2.0264,0.3223,0.5118,0.4332,0.1998,0.2324,0.2697,0.217,0.178,0.1662,0.1608,0.4645,0.8149,0.595,0.664,1.2183,0.5723,0.2459,0.2274,0.1913,0.6382,0.2935,0.1195,0.1142,0.1199,0.1793
sub-kLat026,task-ADDT,run-1,0.43103448275862066,NA,0.2401,0.2808,0.3832,0.896,0.8179,0.5842,0.6917,0.4136,0.9997,1.6732,1.417,0.8681,0.6118,0.8835,0.8468,0.4963,1.3393,1.1629,1.2182,1.2115,0.702,1.0252,0.5407,0.46,0.5428,0.3996,0.5864,0.5025,0.2182,0.3928,0.4367,0.5318,0.6254,0.3444,0.3431,1.1173,0.6009,0.3817,1.5783,1.6787,1.2532,1.0916,2.7645,3.9597,2.5018,0.8797,0.731,0.9525,0.8488,11.7415,19.2374,6.8646,0.9286,0.5545,0.7582,1.383,0.9828,0.4669,0.3261,0.2775,0.5665,0.7367,0.4357,0.5148,0.223,0.3623,0.4221,0.341,0.3532,0.3944,0.6809,1.1788,2.493,1.4619,0.5687,0.3834,0.234,5.6662,7.9583,1.5265,0.7016,2.9271,2.5703,0.5093,3.8284,9.9499,14.0376,10.7798,16.0624,5.2697,2.0882,3.5342,1.4522,1.8988,1.3027,1.1932,11.8341,16.1858,3.9245,2.5297,4.1489,5.1883,3.1782,2.4669,2.6562,1.1387,0.5304,0.8988,1.0881,0.6404,0.3694,0.0899,0.1765,0.3774,0.5561
sub-kLat014,task-ADDT,run-2,0.46551724137931033,NA,0.7437,3.7977,7.089,5.4225,5.9074,3.9011,7.224,3.5646,0.4725,0.1357,0.7298,1.3826,1.3397,1.2501,3.1351,2.7673,2.3637,0.3986,1.1289,1.0715,1.8176,0.2531,0.1054,0.1153,0.2429,0.3615,0.737,0.236,0.1978,0.1303,1.0225,1.3912,1.9256,2.9025,3.7923,0.9117,1.5543,1.5851,2.116,2.2046,3.4543,2.0048,0.1987,0.311,0.2061,0.5307,1.4554,1.331,0.5982,1.3291,0.884,0.1781,0.192,0.3765,0.7568,0.1731,0.2938,0.1378,0.0998,1.4272,2.8214,4.3572,1.5246,0.2592,0.4564,0.2446,0.1554,0.0681,2.826,3.8143,1.5291,0.2038,0.2054,0.2684,0.432,0.7678,1.2139,1.2299,1.4335,2.96,5.2941,1.998,0.431,0.3238,0.1922,0.1643,0.1751,0.2929,0.2701,0.2711,0.1705,0.1297,0.1545,0.1806,0.1826,0.5743,0.5759,0.847,1.8807,1.7065,1.5274,1.7939,0.8952,0.2068,1.6618,1.5605,4.5254,3.6617,2.1872,4.4708,3.037,0.4884,0.2868,0.414,0.199
sub-kLat040,task-ADDT,run-2,0.4827586206896552,NA,0.1441,0.1595,0.1578,0.2748,0.1443,0.1384,0.1986,0.0617,0.1599,0.1305,0.4476,0.8155,0.1894,0.164,0.1707,0.2558,1.0918,1.9599,1.1272,0.8875,0.5464,1.0873,0.9226,1.2318,1.174,1.8709,4.5809,5.8932,2.4544,1.2979,1.718,0.7447,0.4701,0.4318,0.2908,0.6761,4.225,4.6528,2.8213,2.1101,16.8226,6.2653,1.2238,6.2794,1.886,4.5767,0.6959,0.2597,0.5398,0.337,0.3005,0.5691,0.6551,2.1912,6.7248,3.5907,0.2919,0.4924,0.2243,0.7296,0.6106,0.299,0.1773,0.1454,0.8887,15.4006,6.162,2.1227,4.1374,2.786,4.9038,2.8045,0.6706,1.6185,2.2288,1.3098,0.9323,0.4364,0.712,0.7237,0.6156,1.1312,0.8277,0.7614,0.7146,3.9029,1.2817,0.343,0.2745,5.0035,4.8523,5.3517,2.1665,2.0761,1.5802,0.7936,4.3335,2.6091,0.9527,0.6982,4.6606,8.2133,4.7975,2.4372,1.9054,2.2849,5.7746,7.0803,1.5882,0.9137,0.4797,0.3091,0.5506,1.1022,0.9804
sub-kLat017,task-ADDT,run-1,0.5258620689655172,NA,0.8943,2.7094,2.261,1.0502,1.541,1.0702,0.7096,0.1765,0.568,0.3721,0.2615,0.5991,0.4673,1.6642,2.1182,5.0667,5.2396,0.908,1.1398,0.2907,1.1057,0.9439,0.4046,0.0697,0.2709,0.3009,0.4743,0.3107,0.7645,1.0146,0.5511,0.7611,2.0827,1.8448,3.8775,4.0596,1.244,1.4302,0.6808,0.3378,2.0878,2.5988,3.0347,1.9399,1.1888,1.0088,0.7729,0.1991,0.1342,0.0947,0.2016,0.3308,0.7302,2.2905,2.606,0.8622,1.3258,1.6959,2.678,0.9411,0.6824,0.3773,0.2346,0.5626,0.7881,0.243,2.5033,3.8028,1.0825,0.8298,0.5026,1.4969,1.7699,1.2508,1.8408,5.0668,3.7961,1.1652,4.2215,4.9412,6.794,12.1531,12.8656,5.509,0.5986,3.873,6.0626,6.3867,2.7486,0.5948,0.5344,0.472,2.3214,2.5127,1.727,0.6325,0.2782,0.6434,0.5712,2.0919,3.0451,1.9969,0.7159,0.134,0.1218,0.3518,0.7988,1.6505,2.8041,7.21,4.3978,0.4295,1.0752,1.3942,0.5296
sub-kLat019,task-ADDT,run-3,0.5431034482758621,NA,1.1672,1.3035,1.5763,1.993,0.7289,1.3229,0.3419,0.1142,0.0613,0.1918,0.1489,0.1109,2.0839,5.6756,6.2405,8.3966,5.2897,1.5205,0.9222,1.9255,1.7737,1.0373000000000001,0.8235,1.2894,1.9466,1.0893,1.686,2.5082,1.411,0.8945,0.5427,0.1167,2.1493,1.9521,4.3027,1.6671,0.44,0.1327,0.5102,1.1726,0.795,0.3936,1.7604,5.1291,8.6507,3.803,6.2558,0.5455,0.5537,0.6539,0.6047,0.5346,0.1791,0.143,0.0773,0.7021,0.938,0.2785,5.4069,9.7143,4.2405,0.681,0.6341,0.388,1.4244,1.6199,0.6534,0.6245,0.696,0.8432,0.1604,0.1375,0.3439,0.4685,0.8459,7.9481,11.7544,5.3051,2.0202,0.7422,1.4391,0.6584,0.9046,3.2558,3.3147,1.4941,3.0378,2.2493,3.3952,0.8092,0.5732,0.4269,3.8645,13.1625,10.8093,2.6197,2.7595,5.5686,5.6363,20.2887,2.4165,3.6981,1.7743,1.5553,0.2346,0.2049,3.8768,4.186,0.3673,3.4571,3.1284,5.226,0.758,0.1802,0.1362
sub-kLat049,task-ADDT,run-1,0.6810344827586207,NA,0.5048,0.6899,1.9373,2.3338,1.1489,0.2804,3.4969,6.1144,2.7999,0.7429,1.0944,1.3849,0.4869,2.1286,2.4706,1.1702,0.1922,0.1801,0.5251,2.1143,3.0264,1.1451,2.1678,4.3346,2.8514,1.3206,1.1049,3.0875,3.7369,0.6054,2.4913,3.4848,2.3578,4.8468,2.3614,0.7827,4.2444,5.7105,0.4876,0.8658,1.433,1.0151,1.7666,3.5338,8.4545,13.9379,7.2555,1.6114,1.5342,1.0899,0.6479,1.5988,1.3294,0.7664,0.5708,0.7393,1.3248,1.2942,1.0496,0.7708,3.1766,4.9366,2.9909,2.5913,0.9857,1.0028,0.6382,0.6541,0.4193,1.931,5.1325,3.9074,1.6534,1.616,1.8501,2.6494,3.1009,2.8994,2.8059,4.1652,6.7494,10.3445,6.5133,16.1142,10.1695,0.9406,1.6236,0.5909,0.9198,0.2503,0.2442,3.8521,7.9312,4.0994,0.2393,0.2358,0.4112,0.3914,6.0473,14.6455,33.3328,24.6167,9.7476,1.4347,2.5483,3.9822,1.8206,0.7369,0.4638,0.5959,0.9383,1.2886,1.0985,0.8089,0.7193
